"module_id","track","strand","sequence","module_title","learning_objective","difficulty","prerequisite","source_locator","rights_status","review_status","video_need","speaker_domain"
"FND-048","Foundations/Academy","Five pillars","48","Связывать пять столпов с последовательным обучением: Личная практика без публичной оценки","Составить приватное небольшое действие или план по теме «Связывать пять столпов с последовательным обучением» без рейтинга религиозности и публикации личных данных.","Intermediate 1","FND-047","Quran 2:43; 2:183; 3:97; Sahih al-Bukhari, Book of Faith, Islam built on five (edition locator pending); curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Не требуется","Qualified Islamic educator for pillar purpose and sequence; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-049","Foundations/Academy","Five pillars","49","Связывать пять столпов с последовательным обучением: Отложенное извлечение","Через интервал восстановить ключевые понятия и источниковые границы темы «Связывать пять столпов с последовательным обучением» без подсказки.","Intermediate 2","предыдущий модуль и интервал 48 часов","Quran 2:43; 2:183; 3:97; Sahih al-Bukhari, Book of Faith, Islam built on five (edition locator pending); curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Не требуется","Qualified Islamic educator for pillar purpose and sequence; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-050","Foundations/Academy","Five pillars","50","Связывать пять столпов с последовательным обучением: Итоговое объяснение с источниками","Дать краткое, нейтральное и цитируемое объяснение темы «Связывать пять столпов с последовательным обучением», явно указав неизвестное и маршрут эскалации.","Intermediate 2","FND-049","Quran 2:43; 2:183; 3:97; Sahih al-Bukhari, Book of Faith, Islam built on five (edition locator pending); curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Рекомендуется: разбор эксперта","Qualified Islamic educator for pillar purpose and sequence; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-051","Foundations/Academy","Purification","51","Понимать назначение и учебную последовательность очищения: Ориентация и границы","Объяснить, что включает тема «Понимать назначение и учебную последовательность очищения», чего модуль не решает и когда нужен квалифицированный специалист.","Beginner 1","Не требуется","Quran 5:6; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Рекомендуется: короткое введение","Qualified Islamic educator for practice readiness, not personal ruling; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-052","Foundations/Academy","Purification","52","Понимать назначение и учебную последовательность очищения: Карта источников","Сопоставить ключевые типы источников для темы «Понимать назначение и учебную последовательность очищения» и не выдавать учебный обзор за фетву.","Beginner 1","FND-051","Quran 5:6; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Не требуется","Qualified Islamic educator for practice readiness, not personal ruling; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-053","Foundations/Academy","Purification","53","Понимать назначение и учебную последовательность очищения: Ключевая лексика","Корректно использовать базовые термины темы «Понимать назначение и учебную последовательность очищения» и отмечать слова, требующие перевода/пояснения.","Beginner 1","FND-052","Quran 5:6; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Опционально: терминологическая анимация","Qualified Islamic educator for practice readiness, not personal ruling; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-054","Foundations/Academy","Purification","54","Понимать назначение и учебную последовательность очищения: Направляемое чтение доказательств","Находить указанные аяты или источник по локатору для темы «Понимать назначение и учебную последовательность очищения», отделяя цитату от редакционного объяснения.","Beginner 2","FND-053","Quran 5:6; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Рекомендуется: source walkthrough","Qualified Islamic educator for practice readiness, not personal ruling; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-055","Foundations/Academy","Purification","55","Понимать назначение и учебную последовательность очищения: Сценарий применения","Разобрать безопасный бытовой сценарий по теме «Понимать назначение и учебную последовательность очищения» с несколькими правдоподобными вариантами и объяснением границ.","Intermediate 1","FND-054","Quran 5:6; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Рекомендуется: сценка без изображения пророков","Qualified Islamic educator for practice readiness, not personal ruling; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-056","Foundations/Academy","Purification","56","Понимать назначение и учебную последовательность очищения: Типичная ошибка мышления","Распознать распространённое смешение источников или чрезмерное обобщение в теме «Понимать назначение и учебную последовательность очищения».","Intermediate 1","FND-055","Quran 5:6; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Опционально","Qualified Islamic educator for practice readiness, not personal ruling; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-057","Foundations/Academy","Purification","57","Понимать назначение и учебную последовательность очищения: Различия и направление к специалисту","Отметить, где по теме «Понимать назначение и учебную последовательность очищения» возможны действительные различия, и сформулировать вопрос специалисту без самовольного решения.","Intermediate 1","FND-056","Quran 5:6; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Рекомендуется: два корректных reviewer perspectives","Qualified Islamic educator for practice readiness, not personal ruling; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-058","Foundations/Academy","Purification","58","Понимать назначение и учебную последовательность очищения: Личная практика без публичной оценки","Составить приватное небольшое действие или план по теме «Понимать назначение и учебную последовательность очищения» без рейтинга религиозности и публикации личных данных.","Intermediate 1","FND-057","Quran 5:6; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Не требуется","Qualified Islamic educator for practice readiness, not personal ruling; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-059","Foundations/Academy","Purification","59","Понимать назначение и учебную последовательность очищения: Отложенное извлечение","Через интервал восстановить ключевые понятия и источниковые границы темы «Понимать назначение и учебную последовательность очищения» без подсказки.","Intermediate 2","предыдущий модуль и интервал 48 часов","Quran 5:6; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Не требуется","Qualified Islamic educator for practice readiness, not personal ruling; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-060","Foundations/Academy","Purification","60","Понимать назначение и учебную последовательность очищения: Итоговое объяснение с источниками","Дать краткое, нейтральное и цитируемое объяснение темы «Понимать назначение и учебную последовательность очищения», явно указав неизвестное и маршрут эскалации.","Intermediate 2","FND-059","Quran 5:6; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Рекомендуется: разбор эксперта","Qualified Islamic educator for practice readiness, not personal ruling; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-061","Foundations/Academy","Prayer","61","Понимать место молитвы, prerequisites and learning sequence: Ориентация и границы","Объяснить, что включает тема «Понимать место молитвы, prerequisites and learning sequence», чего модуль не решает и когда нужен квалифицированный специалист.","Beginner 1","Не требуется","Quran 2:43; 4:103; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Рекомендуется: короткое введение","Qualified Islamic educator for prayer learning, not fatwa; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-062","Foundations/Academy","Prayer","62","Понимать место молитвы, prerequisites and learning sequence: Карта источников","Сопоставить ключевые типы источников для темы «Понимать место молитвы, prerequisites and learning sequence» и не выдавать учебный обзор за фетву.","Beginner 1","FND-061","Quran 2:43; 4:103; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Не требуется","Qualified Islamic educator for prayer learning, not fatwa; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-063","Foundations/Academy","Prayer","63","Понимать место молитвы, prerequisites and learning sequence: Ключевая лексика","Корректно использовать базовые термины темы «Понимать место молитвы, prerequisites and learning sequence» и отмечать слова, требующие перевода/пояснения.","Beginner 1","FND-062","Quran 2:43; 4:103; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Опционально: терминологическая анимация","Qualified Islamic educator for prayer learning, not fatwa; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-064","Foundations/Academy","Prayer","64","Понимать место молитвы, prerequisites and learning sequence: Направляемое чтение доказательств","Находить указанные аяты или источник по локатору для темы «Понимать место молитвы, prerequisites and learning sequence», отделяя цитату от редакционного объяснения.","Beginner 2","FND-063","Quran 2:43; 4:103; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Рекомендуется: source walkthrough","Qualified Islamic educator for prayer learning, not fatwa; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-065","Foundations/Academy","Prayer","65","Понимать место молитвы, prerequisites and learning sequence: Сценарий применения","Разобрать безопасный бытовой сценарий по теме «Понимать место молитвы, prerequisites and learning sequence» с несколькими правдоподобными вариантами и объяснением границ.","Intermediate 1","FND-064","Quran 2:43; 4:103; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Рекомендуется: сценка без изображения пророков","Qualified Islamic educator for prayer learning, not fatwa; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-066","Foundations/Academy","Prayer","66","Понимать место молитвы, prerequisites and learning sequence: Типичная ошибка мышления","Распознать распространённое смешение источников или чрезмерное обобщение в теме «Понимать место молитвы, prerequisites and learning sequence».","Intermediate 1","FND-065","Quran 2:43; 4:103; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Опционально","Qualified Islamic educator for prayer learning, not fatwa; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-067","Foundations/Academy","Prayer","67","Понимать место молитвы, prerequisites and learning sequence: Различия и направление к специалисту","Отметить, где по теме «Понимать место молитвы, prerequisites and learning sequence» возможны действительные различия, и сформулировать вопрос специалисту без самовольного решения.","Intermediate 1","FND-066","Quran 2:43; 4:103; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Рекомендуется: два корректных reviewer perspectives","Qualified Islamic educator for prayer learning, not fatwa; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-068","Foundations/Academy","Prayer","68","Понимать место молитвы, prerequisites and learning sequence: Личная практика без публичной оценки","Составить приватное небольшое действие или план по теме «Понимать место молитвы, prerequisites and learning sequence» без рейтинга религиозности и публикации личных данных.","Intermediate 1","FND-067","Quran 2:43; 4:103; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Не требуется","Qualified Islamic educator for prayer learning, not fatwa; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-069","Foundations/Academy","Prayer","69","Понимать место молитвы, prerequisites and learning sequence: Отложенное извлечение","Через интервал восстановить ключевые понятия и источниковые границы темы «Понимать место молитвы, prerequisites and learning sequence» без подсказки.","Intermediate 2","предыдущий модуль и интервал 48 часов","Quran 2:43; 4:103; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Не требуется","Qualified Islamic educator for prayer learning, not fatwa; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-070","Foundations/Academy","Prayer","70","Понимать место молитвы, prerequisites and learning sequence: Итоговое объяснение с источниками","Дать краткое, нейтральное и цитируемое объяснение темы «Понимать место молитвы, prerequisites and learning sequence», явно указав неизвестное и маршрут эскалации.","Intermediate 2","FND-069","Quran 2:43; 4:103; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Рекомендуется: разбор эксперта","Qualified Islamic educator for prayer learning, not fatwa; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-071","Foundations/Academy","Fasting and Ramadan","71","Понимать цели, рамки и безопасную маршрутизацию вопросов поста: Ориентация и границы","Объяснить, что включает тема «Понимать цели, рамки и безопасную маршрутизацию вопросов поста», чего модуль не решает и когда нужен квалифицированный специалист.","Beginner 1","Не требуется","Quran 2:183-187; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Рекомендуется: короткое введение","Qualified Islamic educator for fasting literacy and referrals; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-072","Foundations/Academy","Fasting and Ramadan","72","Понимать цели, рамки и безопасную маршрутизацию вопросов поста: Карта источников","Сопоставить ключевые типы источников для темы «Понимать цели, рамки и безопасную маршрутизацию вопросов поста» и не выдавать учебный обзор за фетву.","Beginner 1","FND-071","Quran 2:183-187; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Не требуется","Qualified Islamic educator for fasting literacy and referrals; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-073","Foundations/Academy","Fasting and Ramadan","73","Понимать цели, рамки и безопасную маршрутизацию вопросов поста: Ключевая лексика","Корректно использовать базовые термины темы «Понимать цели, рамки и безопасную маршрутизацию вопросов поста» и отмечать слова, требующие перевода/пояснения.","Beginner 1","FND-072","Quran 2:183-187; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Опционально: терминологическая анимация","Qualified Islamic educator for fasting literacy and referrals; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-074","Foundations/Academy","Fasting and Ramadan","74","Понимать цели, рамки и безопасную маршрутизацию вопросов поста: Направляемое чтение доказательств","Находить указанные аяты или источник по локатору для темы «Понимать цели, рамки и безопасную маршрутизацию вопросов поста», отделяя цитату от редакционного объяснения.","Beginner 2","FND-073","Quran 2:183-187; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Рекомендуется: source walkthrough","Qualified Islamic educator for fasting literacy and referrals; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-075","Foundations/Academy","Fasting and Ramadan","75","Понимать цели, рамки и безопасную маршрутизацию вопросов поста: Сценарий применения","Разобрать безопасный бытовой сценарий по теме «Понимать цели, рамки и безопасную маршрутизацию вопросов поста» с несколькими правдоподобными вариантами и объяснением границ.","Intermediate 1","FND-074","Quran 2:183-187; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Рекомендуется: сценка без изображения пророков","Qualified Islamic educator for fasting literacy and referrals; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
"FND-076","Foundations/Academy","Fasting and Ramadan","76","Понимать цели, рамки и безопасную маршрутизацию вопросов поста: Типичная ошибка мышления","Распознать распространённое смешение источников или чрезмерное обобщение в теме «Понимать цели, рамки и безопасную маршрутизацию вопросов поста».","Intermediate 1","FND-075","Quran 2:183-187; declared fiqh-track manual not yet selected; curriculum design benchmarks only: Cambridge IGCSE Islamiyat 0493 (https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/) and Yaqeen Curriculum (https://yaqeeninstitute.org/curriculum)","Muslingo-original outline. Quran quotations may use attributed verbatim Tanzil text. Translations, hadith editions, curricula and commentaries need item-level rights clearance; benchmark sources confer no copying right.","Planned, not publication-approved: named Islamic reviewer and source packet required; fiqh/aqidah-sensitive claims remain blocked until scope and valid differences are declared.","Опционально","Qualified Islamic educator for fasting literacy and referrals; fiqh/aqidah/hadith specialist where applicable; safeguarding professional for youth modules"
